gid,id,team,p_seq,stattype,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,wp,lp,save,p_gs,p_gf,p_cg,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
MLN196009160,buzhj101,PHI,1,value,24,0,34,10,0,1,0,4,4,3,0,1,0,0,0,1,1,1,1,0,,1,,1,,1,19600916,0,MIL05,v,MLN,0,1,0,regular,y,y
MLN196009160,spahw101,MLN,1,value,27,0,29,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,1,,,1,,1,19600916,0,MIL05,h,PHI,1,0,0,regular,y,y
MLN196104280,jones105,SFN,1,value,24,0,36,5,0,0,0,1,0,5,2,10,1,0,0,1,0,0,0,2,,1,,1,,1,19610428,0,MIL05,v,MLN,0,1,0,regular,y,y
MLN196104280,spahw101,MLN,1,value,27,0,27,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,1,,,1,,1,19610428,0,MIL05,h,SFN,1,0,0,regular,y,y
LAA196205050,barbs102,BAL,1,value,18,0,25,6,2,0,0,2,2,1,0,6,0,1,0,1,0,0,0,0,,1,,1,,,19620505,0,LOS03,v,LAA,0,1,0,regular,y,y
LAA196205050,stocw101,BAL,2,value,6,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,19620505,0,LOS03,v,LAA,0,1,0,regular,y,y
LAA196205050,belib101,LAA,1,value,27,0,34,0,0,0,0,0,0,4,0,9,2,0,0,0,0,0,0,0,1,,,1,,1,19620505,0,LOS03,h,BAL,1,0,0,regular,y,y
BOS196206260,belib101,LAA,1,value,21,0,28,3,0,0,1,2,1,3,0,10,0,0,0,0,0,0,0,0,,1,,1,,,19620626,0,BOS07,v,BOS,0,1,0,regular,y,y
BOS196206260,chand102,LAA,2,value,3,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,19620626,0,BOS07,v,BOS,0,1,0,regular,y,y
BOS196206260,wilse102,BOS,1,value,27,0,31,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,1,,,1,,1,19620626,0,BOS07,h,LAA,1,0,0,regular,y,y
LAN196206300,millb106,NYN,1,value,2,0,8,5,1,1,0,4,4,1,0,0,0,0,0,0,0,1,0,0,,1,,1,,,19620630,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN196206300,davir101,NYN,2,value,22,0,31,6,0,0,1,1,1,5,0,7,0,1,0,0,0,2,1,0,,,,,1,,19620630,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN196206300,koufs101,LAN,1,value,27,0,30,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,1,,,1,,1,19620630,0,LOS03,h,NYN,1,0,0,regular,y,y
CHA196208010,monbb101,BOS,1,value,27,0,28,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,1,,,1,,1,19620801,0,CHI10,v,CHA,1,0,0,regular,y,y
CHA196208010,wynne101,CHA,1,value,27,0,37,8,0,0,0,1,1,4,0,5,0,0,0,1,0,1,1,0,,1,,1,,1,19620801,0,CHI10,h,BOS,0,1,0,regular,y,y
MIN196208260,fiscb101,KC1,1,value,24,0,32,8,0,0,0,1,1,0,0,6,0,0,0,2,1,0,0,0,,1,,1,,1,19620826,0,MIN02,v,MIN,0,1,0,regular,y,y
MIN196208260,kralj101,MIN,1,value,27,0,28,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,,,1,,1,19620826,0,MIN02,h,KC1,1,0,0,regular,y,y
LAN196305110,marij101,SFN,1,value,16,0,26,9,0,0,1,4,4,1,1,5,0,0,0,0,0,0,0,0,,1,,1,,,19630511,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN196305110,pregj101,SFN,2,value,8,0,14,3,1,0,0,4,4,4,1,1,0,0,1,0,0,1,0,0,,,,,1,,19630511,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN196305110,koufs101,LAN,1,value,27,0,28,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,1,,,1,,1,19630511,0,LOS03,h,SFN,1,0,0,regular,y,y
HOU196305170,hamij101,PHI,1,value,21,0,27,6,0,0,2,4,4,0,0,5,0,0,0,0,0,0,0,0,,1,,1,,,19630517,0,HOU01,v,HOU,0,1,0,regular,y,y
HOU196305170,durer101,PHI,2,value,3,0,5,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,1,,19630517,0,HOU01,v,HOU,0,1,0,regular,y,y
HOU196305170,nottd101,HOU,1,value,27,0,31,0,0,0,0,1,0,3,0,8,0,0,0,1,1,0,0,0,1,,,1,,1,19630517,0,HOU01,h,PHI,1,0,0,regular,y,y
SFN196306150,drotd101,HOU,1,value,24,0,29,3,2,0,0,1,1,3,0,7,0,0,0,0,0,0,1,0,,1,,1,,1,19630615,0,SFO02,v,SFN,0,1,0,regular,y,y
SFN196306150,marij101,SFN,1,value,27,0,29,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,1,,,1,,1,19630615,0,SFO02,h,HOU,1,0,0,regular,y,y
HOU196404230,nuxhj101,CIN,1,value,27,0,31,5,1,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,1,,,1,,1,19640423,0,HOU01,v,HOU,1,0,0,regular,y,y
HOU196404230,johnk102,HOU,1,value,27,0,31,0,0,0,0,1,0,2,0,9,0,0,0,0,0,0,0,0,,1,,1,,1,19640423,0,HOU01,h,CIN,0,1,0,regular,y,y
PHI196406040,koufs101,LAN,1,value,27,0,27,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,1,0,1,,,1,,1,19640604,0,PHI11,v,PHI,1,0,0,regular,y,y
PHI196406040,shorc102,PHI,1,value,20,0,26,8,1,0,1,3,3,0,0,4,0,0,0,0,0,0,0,0,,1,,1,,,19640604,0,PHI11,h,LAN,0,1,0,regular,y,y
PHI196406040,roebe101,PHI,2,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,19640604,0,PHI11,h,LAN,0,1,0,regular,y,y
PHI196406040,culpr101,PHI,3,value,6,0,7,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,19640604,0,PHI11,h,LAN,0,1,0,regular,y,y
NYN196406211,bunnj101,PHI,1,value,27,0,27,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,,,1,,1,19640621,1,NYC17,v,NYN,1,0,0,regular,y,y
NYN196406211,stalt101,NYN,1,value,17,0,27,7,2,0,1,6,6,4,0,3,0,1,0,2,0,0,1,0,,1,,1,,,19640621,1,NYC17,h,PHI,0,1,0,regular,y,y
NYN196406211,wakeb101,NYN,2,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,19640621,1,NYC17,h,PHI,0,1,0,regular,y,y
NYN196406211,sturt101,NYN,3,value,9,0,10,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,1,,19640621,1,NYC17,h,PHI,0,1,0,regular,y,y
CHN196508191,maloj102,CIN,1,value,30,0,40,0,0,0,0,0,0,10,1,12,1,0,0,1,0,0,0,0,1,,,1,,1,19650819,1,CHI11,v,CHN,1,0,0,regular,y,y
CHN196508191,jackl102,CHN,1,value,30,0,38,9,0,1,1,1,1,0,0,5,0,0,0,1,0,0,0,0,,1,,1,,1,19650819,1,CHI11,h,CIN,0,1,0,regular,y,y
LAN196509090,hendb101,CHN,1,value,24,0,26,1,1,0,0,1,0,1,0,3,0,0,0,1,0,1,0,0,,1,,1,,1,19650909,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN196509090,koufs101,LAN,1,value,27,0,27,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,,,1,,1,19650909,0,LOS03,h,CHN,1,0,0,regular,y,y
BOS196509160,tianl101,CLE,1,value,24,0,30,6,0,1,1,2,2,0,0,11,0,0,0,0,0,1,0,0,,1,,1,,1,19650916,0,BOS07,v,BOS,0,1,0,regular,y,y
BOS196509160,mored103,BOS,1,value,27,0,28,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,1,,,1,,1,19650916,0,BOS07,h,CLE,1,0,0,regular,y,y
CLE196606100,ortep101,WS2,1,value,24,0,31,5,0,0,1,2,2,2,0,5,0,0,0,0,0,1,0,0,,1,,1,,1,19660610,0,CLE07,v,CLE,0,1,0,regular,y,y
CLE196606100,siebs101,CLE,1,value,27,0,29,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,1,,,1,,1,19660610,0,CLE07,h,WS2,1,0,0,regular,y,y
BAL196704301,wilse102,DET,1,value,24,0,29,2,0,0,0,1,1,4,1,4,0,0,0,2,1,1,0,0,1,,,1,,,19670430,1,BAL11,v,BAL,1,0,0,regular,y,y
BAL196704301,gladf102,DET,2,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1,,1,,19670430,1,BAL11,v,BAL,1,0,0,regular,y,y
BAL196704301,barbs102,BAL,1,value,26,0,38,0,0,0,0,2,1,10,1,3,2,1,0,4,0,1,0,0,,1,,1,,,19670430,1,BAL11,h,DET,0,1,0,regular,y,y
BAL196704301,mills101,BAL,2,value,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19670430,1,BAL11,h,DET,0,1,0,regular,y,y
HOU196706180,niekp001,ATL,1,value,21,0,29,8,3,0,0,2,2,2,1,5,0,0,0,0,0,0,1,2,,1,,1,,,19670618,0,HOU02,v,HOU,0,1,0,regular,y,y
HOU196706180,hernr102,ATL,2,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,19670618,0,HOU02,v,HOU,0,1,0,regular,y,y
HOU196706180,wilsd102,HOU,1,value,27,0,30,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,1,,,1,,1,19670618,0,HOU02,h,ATL,1,0,0,regular,y,y
MIN196708060,lonbj101,BOS,1,value,13,0,18,4,2,0,0,2,2,1,0,7,0,0,0,0,0,1,0,0,,1,,1,,1,19670806,0,MIN02,v,MIN,0,1,0,regular,y,y
MIN196708060,chand102,MIN,1,value,15,0,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,,,1,,1,19670806,0,MIN02,h,BOS,1,0,0,regular,y,y
CLE196708252,chand102,MIN,1,value,27,0,31,0,0,0,0,1,1,5,0,8,0,1,0,1,0,0,0,0,1,,,1,,1,19670825,2,CLE07,v,CLE,1,0,0,regular,y,y
CLE196708252,siebs101,CLE,1,value,24,0,33,7,1,0,0,2,2,2,1,7,1,0,1,0,0,0,0,0,,1,,1,,,19670825,2,CLE07,h,MIN,0,1,0,regular,y,y
CLE196708252,culvg101,CLE,2,value,3,0,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,,,,,1,,19670825,2,CLE07,h,MIN,0,1,0,regular,y,y
CHA196709101,sparj101,DET,1,value,1,0,6,4,0,1,0,5,3,0,0,1,0,0,0,0,0,1,0,0,,1,,1,,,19670910,1,CHI10,v,CHA,0,1,0,regular,y,y
CHA196709101,podrj101,DET,2,value,5,0,7,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,19670910,1,CHI10,v,CHA,0,1,0,regular,y,y
CHA196709101,wickd101,DET,3,value,9,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,,,,,19670910,1,CHI10,v,CHA,0,1,0,regular,y,y
CHA196709101,dobsp101,DET,4,value,6,0,8,0,0,0,0,0,0,2,0,2,0,1,0,0,0,2,0,0,,,,,,,19670910,1,CHI10,v,CHA,0,1,0,regular,y,y
CHA196709101,marsm101,DET,5,value,3,0,5,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,19670910,1,CHI10,v,CHA,0,1,0,regular,y,y
CHA196709101,horlj101,CHA,1,value,27,0,28,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,,,1,,1,19670910,1,CHI10,h,DET,1,0,0,regular,y,y
BAL196804270,waslg101,BOS,1,value,15,0,25,8,1,0,0,5,1,2,1,3,0,2,0,1,0,0,0,0,,1,,1,,,19680427,0,BAL11,v,BAL,0,1,0,regular,y,y
BAL196804270,roggg101,BOS,2,value,9,0,12,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,19680427,0,BAL11,v,BAL,0,1,0,regular,y,y
BAL196804270,phoet101,BAL,1,value,27,0,29,0,0,0,0,0,0,3,0,9,0,1,0,0,0,0,1,0,1,,,1,,1,19680427,0,BAL11,h,BOS,1,0,0,regular,y,y
OAK196805080,boswd101,MIN,1,value,23,0,35,9,2,0,0,4,4,5,0,6,1,2,0,0,0,1,1,0,,1,,1,,,19680508,0,OAK01,v,OAK,0,1,0,regular,y,y
OAK196805080,perrr101,MIN,2,value,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19680508,0,OAK01,v,OAK,0,1,0,regular,y,y
OAK196805080,huntj101,OAK,1,value,27,0,27,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,,,1,,1,19680508,0,OAK01,h,MIN,1,0,0,regular,y,y
PHI196807292,culvg101,CIN,1,value,27,0,34,0,0,0,0,1,0,5,0,4,0,0,0,0,1,0,0,0,1,,,1,,1,19680729,2,PHI11,v,PHI,1,0,0,regular,y,y
PHI196807292,shorc102,PHI,1,value,11,0,24,9,1,0,0,6,6,3,0,4,0,0,0,0,0,0,0,0,,1,,1,,,19680729,2,PHI11,h,CIN,0,1,0,regular,y,y
PHI196807292,wagng101,PHI,2,value,13,0,16,2,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,,,,,,,19680729,2,PHI11,h,CIN,0,1,0,regular,y,y
PHI196807292,farrt101,PHI,3,value,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,19680729,2,PHI11,h,CIN,0,1,0,regular,y,y
SFN196809170,gibsb101,SLN,1,value,24,0,29,4,2,0,1,1,1,2,0,10,0,0,0,1,0,1,0,0,,1,,1,,1,19680917,0,SFO02,v,SFN,0,1,0,regular,y,y
SFN196809170,perrg101,SFN,1,value,27,0,29,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,1,,,1,,1,19680917,0,SFO02,h,SLN,1,0,0,regular,y,y
SFN196809180,washr101,SLN,1,value,27,0,31,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,1,,,1,,1,19680918,0,SFO02,v,SFN,1,0,0,regular,y,y
SFN196809180,bolib101,SFN,1,value,24,0,31,7,2,0,0,2,2,2,0,6,0,0,0,1,0,0,2,0,,1,,1,,,19680918,0,SFO02,h,SLN,0,1,0,regular,y,y
SFN196809180,linzf101,SFN,2,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19680918,0,SFO02,h,SLN,0,1,0,regular,y,y
PHI196904170,stonb101,MON,1,value,27,0,31,0,0,0,0,0,0,5,0,8,0,0,0,0,0,1,0,0,1,,,1,,1,19690417,0,PHI11,v,PHI,1,0,0,regular,y,y
PHI196904170,johnj104,PHI,1,value,24,0,35,11,3,0,1,4,3,3,1,7,0,1,0,0,0,0,1,0,,1,,1,,,19690417,0,PHI11,h,MON,0,1,0,regular,y,y
PHI196904170,wilsb101,PHI,2,value,0,4,4,2,1,0,0,3,3,1,0,0,0,0,0,1,0,0,0,0,,,,,,,19690417,0,PHI11,h,MON,0,1,0,regular,y,y
PHI196904170,farrt101,PHI,3,value,3,0,4,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,,,,,1,,19690417,0,PHI11,h,MON,0,1,0,regular,y,y
CIN196904300,blasw101,HOU,1,value,11,0,18,2,0,0,0,7,6,3,0,2,2,1,0,0,0,0,0,0,,1,,1,,,19690430,0,CIN07,v,CIN,0,1,0,regular,y,y
CIN196904300,ray-j101,HOU,2,value,4,0,7,2,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,,,,,,,19690430,0,CIN07,v,CIN,0,1,0,regular,y,y
CIN196904300,guins101,HOU,3,value,6,0,8,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,19690430,0,CIN07,v,CIN,0,1,0,regular,y,y
CIN196904300,coomd101,HOU,4,value,3,0,7,3,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,,,,,1,,19690430,0,CIN07,v,CIN,0,1,0,regular,y,y
CIN196904300,maloj102,CIN,1,value,27,0,31,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,1,,,1,,1,19690430,0,CIN07,h,HOU,1,0,0,regular,y,y
CIN196905010,wilsd102,HOU,1,value,27,0,34,0,0,0,0,0,0,6,0,13,1,0,0,0,0,1,0,0,1,,,1,,1,19690501,0,CIN07,v,CIN,1,0,0,regular,y,y
CIN196905010,merrj102,CIN,1,value,17,0,28,6,1,0,1,3,3,3,0,3,1,0,0,1,0,0,0,0,,1,,1,,,19690501,0,CIN07,h,HOU,0,1,0,regular,y,y
CIN196905010,carrc103,CIN,2,value,7,0,9,3,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,,,,,,,19690501,0,CIN07,h,HOU,0,1,0,regular,y,y
CIN196905010,norij101,CIN,3,value,3,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,1,,19690501,0,CIN07,h,HOU,0,1,0,regular,y,y
BAL196908130,dobsc101,OAK,1,value,12,0,20,6,1,1,0,3,3,4,0,3,0,0,0,1,1,0,0,0,,1,,1,,,19690813,0,BAL11,v,BAL,0,1,0,regular,y,y
BAL196908130,bluev001,OAK,2,value,7,0,11,3,0,0,0,4,4,1,0,3,0,0,0,0,0,1,0,1,,,,,,,19690813,0,BAL11,v,BAL,0,1,0,regular,y,y
BAL196908130,lauzg101,OAK,3,value,2,0,5,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,19690813,0,BAL11,v,BAL,0,1,0,regular,y,y
BAL196908130,rolaj101,OAK,4,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19690813,0,BAL11,v,BAL,0,1,0,regular,y,y
BAL196908130,palmj001,BAL,1,value,27,0,35,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,1,,,1,,1,19690813,0,BAL11,h,OAK,1,0,0,regular,y,y
CHN196908190,niekp001,ATL,1,value,21,0,28,5,0,0,1,3,3,2,0,4,0,0,0,0,0,0,0,0,,1,,1,,,19690819,0,CHI11,v,CHN,0,1,0,regular,y,y
CHN196908190,neibg101,ATL,2,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19690819,0,CHI11,v,CHN,0,1,0,regular,y,y
CHN196908190,holtk101,CHN,1,value,27,0,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,,,1,,1,19690819,0,CHI11,h,ATL,1,0,0,regular,y,y
NYN196909200,moosb101,PIT,1,value,27,0,30,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,1,,,1,,1,19690920,0,NYC17,v,NYN,1,0,0,regular,y,y
NYN196909200,gentg101,NYN,1,value,18,0,25,4,0,0,0,3,3,3,0,2,1,2,0,0,0,2,1,0,,1,,1,,,19690920,0,NYC17,h,PIT,0,1,0,regular,y,y
NYN196909200,mcgrt001,NYN,2,value,9,0,12,2,0,0,0,1,1,1,0,3,0,1,0,0,0,0,0,0,,,,,1,,19690920,0,NYC17,h,PIT,0,1,0,regular,y,y
SDN197006121,ellid101,PIT,1,value,27,0,36,0,0,0,0,0,0,8,0,6,1,0,0,0,0,3,0,0,1,,,1,,1,19700612,1,SAN01,v,SDN,1,0,0,regular,y,y
SDN197006121,robed101,SDN,1,value,21,0,25,5,0,0,2,2,2,0,0,7,0,0,0,0,0,0,1,0,,1,,1,,,19700612,1,SAN01,h,PIT,0,1,0,regular,y,y
SDN197006121,herbr102,SDN,2,value,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19700612,1,SAN01,h,PIT,0,1,0,regular,y,y
CAL197007030,dobsc101,OAK,1,value,15,0,21,4,1,1,1,4,4,2,0,2,0,0,0,0,0,0,0,0,,1,,1,,,19700703,0,ANA01,v,CAL,0,1,0,regular,y,y
CAL197007030,rolaj101,OAK,2,value,9,0,10,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,19700703,0,ANA01,v,CAL,0,1,0,regular,y,y
CAL197007030,wrigc102,CAL,1,value,27,0,29,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,,,1,,1,19700703,0,ANA01,h,OAK,1,0,0,regular,y,y
LAN197007200,frymw101,PHI,1,value,14,0,25,10,2,0,0,5,5,0,0,3,0,0,0,0,1,2,0,0,,1,,1,,,19700720,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN197007200,palml101,PHI,2,value,10,0,11,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,,,,,1,,19700720,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN197007200,singb101,LAN,1,value,27,0,29,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,1,,,1,,1,19700720,0,LOS03,h,PHI,1,0,0,regular,y,y
OAK197009210,perrj102,MIN,1,value,24,0,38,9,1,1,1,6,2,5,2,3,2,0,0,1,0,0,0,0,,1,,1,,1,19700921,0,OAK01,v,OAK,0,1,0,regular,y,y
OAK197009210,bluev001,OAK,1,value,27,0,28,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,1,,,1,,1,19700921,0,OAK01,h,MIN,1,0,0,regular,y,y
CIN197106030,holtk101,CHN,1,value,27,0,30,0,0,0,0,0,0,4,0,6,0,1,0,0,0,1,0,0,1,,,1,,1,19710603,0,CIN08,v,CIN,1,0,0,regular,y,y
CIN197106030,nolag101,CIN,1,value,24,0,29,5,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,,1,,1,,,19710603,0,CIN08,h,CHN,0,1,0,regular,y,y
CIN197106030,gibbj102,CIN,2,value,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19710603,0,CIN08,h,CHN,0,1,0,regular,y,y
CIN197106230,wiser101,PHI,1,value,27,0,28,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,,,1,,1,19710623,0,CIN08,v,CIN,1,0,0,regular,y,y
CIN197106230,grimr101,CIN,1,value,18,0,23,4,2,0,1,3,3,2,0,1,1,0,0,0,0,0,1,0,,1,,1,,,19710623,0,CIN08,h,PHI,0,1,0,regular,y,y
CIN197106230,carrc103,CIN,2,value,6,0,9,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,19710623,0,CIN08,h,PHI,0,1,0,regular,y,y
CIN197106230,granw101,CIN,3,value,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,19710623,0,CIN08,h,PHI,0,1,0,regular,y,y
PIT197108140,gibsb101,SLN,1,value,27,0,31,0,0,0,0,0,0,3,0,10,0,1,0,0,0,0,0,0,1,,,1,,1,19710814,0,PIT07,v,PIT,1,0,0,regular,y,y
PIT197108140,johnb103,PIT,1,value,1,0,6,4,0,0,1,5,5,1,0,0,0,0,0,0,0,0,0,0,,1,,1,,,19710814,0,PIT07,h,SLN,0,1,0,regular,y,y
PIT197108140,moosb101,PIT,2,value,14,0,23,6,2,0,0,3,3,3,3,4,0,0,0,0,1,0,0,0,,,,,,,19710814,0,PIT07,h,SLN,0,1,0,regular,y,y
PIT197108140,vealb101,PIT,3,value,9,0,18,5,0,0,0,3,3,3,0,4,0,0,0,0,0,0,0,0,,,,,,,19710814,0,PIT07,h,SLN,0,1,0,regular,y,y
PIT197108140,briln101,PIT,4,value,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19710814,0,PIT07,h,SLN,0,1,0,regular,y,y
CHN197204160,selmd101,PHI,1,value,15,0,25,6,1,0,0,1,0,4,1,0,0,0,0,1,0,0,0,0,,1,,1,,,19720416,0,CHI11,v,CHN,0,1,0,regular,y,y
CHN197204160,shorc102,PHI,2,value,5,0,10,4,0,0,0,2,2,1,0,2,0,0,0,0,0,0,0,0,,,,,,,19720416,0,CHI11,v,CHN,0,1,0,regular,y,y
CHN197204160,branb102,PHI,3,value,1,2,3,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,19720416,0,CHI11,v,CHN,0,1,0,regular,y,y
CHN197204160,reynk101,PHI,4,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19720416,0,CHI11,v,CHN,0,1,0,regular,y,y
CHN197204160,hootb001,CHN,1,value,27,0,32,0,0,0,0,0,0,7,0,7,0,0,0,1,0,0,1,0,1,,,1,,1,19720416,0,CHI11,h,PHI,1,0,0,regular,y,y
CHN197209020,caldm001,SDN,1,value,23,0,37,13,2,0,0,8,6,2,1,4,1,0,0,0,0,0,0,0,,1,,1,,,19720902,0,CHI11,v,CHN,0,1,0,regular,y,y
CHN197209020,sevea101,SDN,2,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19720902,0,CHI11,v,CHN,0,1,0,regular,y,y
CHN197209020,pappm101,CHN,1,value,27,0,28,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,1,,,1,,1,19720902,0,CHI11,h,SDN,1,0,0,regular,y,y
MON197210021,mcanj101,NYN,1,value,7,0,15,6,1,1,1,6,6,1,1,2,1,1,0,0,0,0,0,0,,1,,1,,,19721002,1,MON01,v,MON,0,1,0,regular,y,y
MON197210021,strob101,NYN,2,value,5,0,7,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,19721002,1,MON01,v,MON,0,1,0,regular,y,y
MON197210021,raucb101,NYN,3,value,9,0,11,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,19721002,1,MON01,v,MON,0,1,0,regular,y,y
MON197210021,sader101,NYN,4,value,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,1,,19721002,1,MON01,v,MON,0,1,0,regular,y,y
MON197210021,stonb101,MON,1,value,27,0,34,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,1,,,1,,1,19721002,1,MON01,h,NYN,1,0,0,regular,y,y
DET197304270,busbs101,KCA,1,value,27,0,31,0,0,0,0,0,0,6,0,4,0,1,0,0,0,0,0,1,1,,,1,,1,19730427,0,DET04,v,DET,1,0,0,regular,y,y
DET197304270,perrj102,DET,1,value,26,0,37,8,0,0,2,3,2,2,0,2,0,0,0,1,0,0,0,1,,1,,1,,,19730427,0,DET04,h,KCA,0,1,0,regular,y,y
DET197304270,schef102,DET,2,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19730427,0,DET04,h,KCA,0,1,0,regular,y,y
KCA197305150,ryann001,CAL,1,value,27,0,30,0,0,0,0,0,0,3,0,12,0,0,0,0,0,1,0,0,1,,,1,,1,19730515,0,KAN06,v,KCA,1,0,0,regular,y,y
KCA197305150,dalcb101,KCA,1,value,17,0,26,8,0,0,1,3,3,1,0,0,0,0,0,1,0,0,0,0,,1,,1,,,19730515,0,KAN06,h,CAL,0,1,0,regular,y,y
